fecha,region,canal,categoria,visitas,clientes,unidades,importe
2026-05-08,Centro,web,Moda,305,13,30,4289.16
2026-05-08,Centro,web,Hogar,446,124,13,4471.33
2026-05-08,Centro,web,Alimentación,357,75,2,693.26
2026-05-08,Centro,web,Deporte,369,107,21,9840.2
2026-05-08,Centro,tienda,Electrónica,272,35,20,4178.13
2026-05-08,Centro,tienda,Moda,62,11,28,3339.63
2026-05-08,Centro,tienda,Hogar,131,15,20,7554.06
2026-05-08,Centro,tienda,Alimentación,431,115,16,6556.76
2026-05-08,Centro,tienda,Deporte,488,39,14,1508.51
2026-05-08,Centro,telefono,Electrónica,354,93,16,4053.81
2026-05-08,Centro,telefono,Moda,269,84,19,8364.46
2026-05-08,Centro,telefono,Hogar,204,14,34,5146.76
2026-05-08,Centro,telefono,Alimentación,183,33,25,1145.27
2026-05-08,Centro,telefono,Deporte,432,119,34,
2026-05-08,Centro,app,Electrónica,484,94,48,8536.07
2026-05-08,Centro,app,Moda,377,55,20,3178.63
2026-05-08,Centro,app,Hogar,158,5,29,10908.33
2026-05-08,Centro,app,Alimentación,428,108,7,2550.68
2026-05-08,Centro,app,Deporte,221,45,11,3792.68
2026-05-08,Centro,desconocido,Electrónica,214,63,17,4100.93
2026-05-08,Centro,desconocido,Moda,421,51,35,14792.74
2026-05-08,Centro,desconocido,Hogar,464,99,17,2822.61
2026-05-08,Centro,desconocido,Alimentación,255,74,27,9341.95
2026-05-08,Centro,desconocido,Deporte,436,51,13,2121.22
2026-05-08,Este,web,Electrónica,465,120,49,6190.09
2026-05-08,Este,web,Moda,383,97,34,3412.94
2026-05-08,Este,web,Hogar,241,29,38,1911.49
2026-05-08,Este,web,Alimentación,406,82,25,7644.4
2026-05-08,Este,web,Deporte,294,26,35,15736.95
2026-05-08,Este,tienda,Electrónica,476,21,16,2291.05
2026-05-08,Este,tienda,Moda,399,10,17,8465.19
2026-05-08,Este,tienda,Hogar,65,23,41,12052.59
2026-05-08,Este,tienda,Alimentación,371,13,43,19745.63
2026-05-08,Este,tienda,Deporte,488,114,33,12128.62
2026-05-08,Este,telefono,Electrónica,265,8,4,544.98
2026-05-08,Este,,Moda,210,32,42,3069.77
2026-05-08,Este,telefono,Hogar,339,91,42,6374.05
2026-05-08,Este,telefono,Alimentación,231,47,39,16038.15
2026-05-08,Este,telefono,Deporte,231,34,34,8199.17
2026-05-08,Este,app,Electrónica,155,11,40,6165.35
2026-05-08,Este,app,Moda,354,56,43,6372.43
2026-05-08,Este,app,Hogar,480,80,42,5572.65
2026-05-08,Este,app,Alimentación,460,76,1,476.67
2026-05-08,Este,app,Deporte,132,26,35,6802.98
2026-05-08,Este,desconocido,Electrónica,175,33,41,11388.97
2026-05-08,Este,desconocido,Moda,451,126,17,2907.37
2026-05-08,Este,desconocido,Hogar,489,26,3,974.27
2026-05-08,Este,desconocido,Alimentación,340,5,21,5909.88
2026-05-08,Este,desconocido,Deporte,268,25,16,
2026-05-08,Oeste,web,Electrónica,385,96,1,
2026-05-08,Oeste,web,Moda,236,27,7,809.38
2026-05-08,Oeste,web,Hogar,351,72,14,3939.41
2026-05-08,Oeste,web,Alimentación,59,22,17,4447.3
2026-05-08,Oeste,web,Deporte,389,5,47,13281.34
2026-05-08,Oeste,tienda,Electrónica,94,5,23,10957.04
2026-05-08,Oeste,tienda,Moda,76,5,15,5337.1
2026-05-08,Oeste,tienda,Hogar,118,6,33,8708.96
2026-05-08,Oeste,tienda,Alimentación,462,39,15,4825.68
2026-05-08,Oeste,tienda,Deporte,218,27,7,3121.9
2026-05-08,Oeste,telefono,Electrónica,440,109,1,289.69
2026-05-08,Oeste,telefono,Moda,59,11,26,7963.91
2026-05-08,Oeste,telefono,Hogar,258,78,47,7705.69
2026-05-08,Oeste,telefono,Alimentación,90,19,27,9776.15
2026-05-08,Oeste,telefono,Deporte,491,134,36,9658.83
2026-05-08,Oeste,app,Electrónica,493,26,26,4464.94
2026-05-08,Oeste,app,Moda,476,121,38,4447.21
2026-05-08,Oeste,,Hogar,146,21,24,10972.72
2026-05-08,Oeste,app,Alimentación,367,92,9,1661.06
2026-05-08,Oeste,app,Deporte,143,44,11,1488.36
2026-05-08,Oeste,desconocido,Electrónica,123,21,18,6657.44
2026-05-08,Oeste,desconocido,Moda,66,13,14,5386.01
2026-05-08,Oeste,desconocido,Hogar,453,124,47,20812.99
2026-05-08,Oeste,desconocido,Alimentación,320,96,37,16237.84
2026-05-08,Oeste,desconocido,Deporte,203,30,46,22151.04
2026-05-09,Norte,web,Electrónica,499,46,19,5568.87
2026-05-09,Norte,web,Moda,368,7,43,17295.65
2026-05-09,Norte,web,Hogar,405,121,7,1279.78
2026-05-09,Norte,web,Alimentación,359,66,1,44.61
2026-05-09,Norte,web,Deporte,491,96,6,1948.06
2026-05-09,Norte,tienda,Electrónica,348,30,26,
2026-05-09,Norte,tienda,Moda,261,67,3,1452.87
2026-05-09,Norte,tienda,Hogar,447,112,30,4915.23
2026-05-09,Norte,tienda,Alimentación,127,28,34,11561.06
2026-05-09,Norte,tienda,Deporte,473,70,42,20542.04
2026-05-09,Norte,telefono,Electrónica,303,52,2,187.02
2026-05-09,Norte,telefono,Moda,317,44,2,861.33
2026-05-09,Norte,telefono,Hogar,93,18,6,1552.09
2026-05-09,Norte,telefono,Alimentación,229,55,40,9889.96
2026-05-09,Norte,telefono,Deporte,204,57,43,2599.22
2026-05-09,Norte,app,Electrónica,192,7,5,1795.85
2026-05-09,Norte,app,Moda,142,10,17,4567.51
2026-05-09,Norte,app,Hogar,471,76,42,14285.26
2026-05-09,Norte,app,Alimentación,63,14,12,1350.93
2026-05-09,Norte,app,Deporte,59,21,17,6801.83
2026-05-09,Norte,desconocido,Electrónica,408,8,42,4191.71
2026-05-09,Norte,desconocido,Moda,181,22,5,397.86
2026-05-09,Norte,desconocido,Hogar,311,12,11,3511.44
2026-05-09,Norte,desconocido,Alimentación,57,15,36,4133.77
2026-05-09,Norte,desconocido,Deporte,411,80,14,6032.33
2026-05-09,Sur,web,Electrónica,285,54,30,14033.29
2026-05-09,Sur,web,Moda,178,30,38,16016.22
2026-05-09,Sur,web,Hogar,379,66,6,1712.11
2026-05-09,Sur,web,Alimentación,315,76,21,5641.55
2026-05-09,Sur,web,Deporte,338,63,18,1007.1
2026-05-09,Sur,tienda,Electrónica,353,46,27,3849.38
2026-05-09,Sur,,Moda,283,30,25,1930.53
2026-05-09,Sur,tienda,Hogar,431,91,29,10589.53
2026-05-09,Sur,,Alimentación,307,22,47,10453.84
2026-05-09,Sur,tienda,Deporte,419,129,18,3232.17
2026-05-09,Sur,telefono,Electrónica,221,57,10,2140.36
2026-05-09,Sur,telefono,Moda,267,40,33,10176.55
2026-05-09,Sur,telefono,Hogar,452,98,19,2217.35
2026-05-09,Sur,telefono,Alimentación,189,28,34,1597.58
2026-05-09,Sur,telefono,Deporte,54,17,19,3510.67
2026-05-09,Sur,app,Electrónica,299,80,2,55.39
2026-05-09,Sur,app,Moda,307,11,26,11139.88
2026-05-09,Sur,app,Hogar,303,64,9,1935.72
2026-05-09,Sur,app,Alimentación,379,56,13,1954.47
2026-05-09,Sur,app,Deporte,297,11,40,8525.56
2026-05-09,Sur,desconocido,Electrónica,277,74,1,120.34
2026-05-09,Sur,desconocido,Moda,200,33,21,5143.05
2026-05-09,Sur,desconocido,Hogar,473,127,16,2945.53
2026-05-09,Sur,desconocido,Alimentación,208,57,42,1534.14
2026-05-09,Sur,desconocido,Deporte,402,96,9,2505.73
2026-05-09,Centro,web,Electrónica,361,103,5,2444.72
2026-05-09,Centro,web,Moda,414,116,14,946.82
2026-05-09,Centro,web,Hogar,120,12,37,17246.21
2026-05-09,Centro,web,Alimentación,215,19,5,1057.9
2026-05-09,Centro,web,Deporte,53,19,18,766.02
2026-05-09,Centro,tienda,Electrónica,147,40,37,8457.27
2026-05-09,Centro,tienda,Moda,468,67,34,13021.06
2026-05-09,Centro,tienda,Hogar,478,32,42,19474.08
2026-05-09,Centro,tienda,Alimentación,50,11,32,6089.69
2026-05-09,Centro,tienda,Deporte,468,94,49,8951.98
2026-05-09,Centro,,Electrónica,108,13,4,1048.9
2026-05-09,Centro,telefono,Moda,296,35,47,23026.96
2026-05-09,Centro,telefono,Hogar,265,53,26,7784.24
2026-05-09,Centro,telefono,Alimentación,497,117,22,9560.05
2026-05-09,Centro,telefono,Deporte,125,25,4,1765.28
2026-05-09,Centro,app,Electrónica,486,88,15,6223.46
2026-05-09,Centro,app,Moda,194,54,37,15975.55
2026-05-09,Centro,app,Hogar,111,24,19,4681.23
2026-05-09,Centro,app,Alimentación,117,38,2,369.31
2026-05-09,Centro,app,Deporte,280,73,10,1422.79
2026-05-09,Centro,desconocido,Electrónica,454,140,1,365.82
2026-05-09,Centro,,Moda,262,53,9,383.29
2026-05-09,Centro,,Hogar,357,65,40,9024.35
2026-05-09,Centro,desconocido,Alimentación,210,17,14,4375.88
2026-05-09,Centro,desconocido,Deporte,341,14,31,13824.88
2026-05-09,Este,web,Electrónica,70,20,46,12157.82
2026-05-09,Este,web,Moda,205,9,21,6264.68
2026-05-09,Este,web,Hogar,433,101,1,302.06
2026-05-09,Este,web,Alimentación,89,7,25,5774.76
2026-05-09,Este,web,Deporte,485,113,34,5628.55
2026-05-09,Este,tienda,Electrónica,420,121,13,2426.48
2026-05-09,Este,tienda,Moda,324,87,7,2055.81
2026-05-09,Este,tienda,Hogar,378,21,27,3878.91
2026-05-09,Este,tienda,Alimentación,66,9,39,17013.56
2026-05-09,Este,tienda,Deporte,88,8,40,4047.91
2026-05-09,Este,telefono,Electrónica,253,72,24,1160.26
2026-05-09,Este,telefono,Moda,374,22,42,20804.15
2026-05-09,Este,telefono,Hogar,393,79,35,
2026-05-09,Este,telefono,Alimentación,314,19,28,7067.29
2026-05-09,Este,telefono,Deporte,260,80,20,2687.58
2026-05-09,Este,app,Electrónica,96,31,32,10597.85
2026-05-09,Este,app,Moda,479,31,28,12164.52
2026-05-09,Este,app,Hogar,477,76,31,11304.05
2026-05-09,Este,app,Alimentación,87,31,9,3925.7
2026-05-09,Este,app,Deporte,84,22,5,1333.49
2026-05-09,Este,desconocido,Electrónica,497,154,31,4689.3
2026-05-09,Este,desconocido,Moda,117,19,24,2080.92
2026-05-09,Este,desconocido,Hogar,155,9,44,4940.49
2026-05-09,Este,desconocido,Alimentación,195,6,10,2707.98
2026-05-09,Este,desconocido,Deporte,376,66,41,14910.58
2026-05-09,Oeste,web,Electrónica,168,38,6,1537.22
2026-05-09,Oeste,web,Moda,467,48,15,518.55
2026-05-09,Oeste,web,Hogar,52,10,22,10506.92
2026-05-09,Oeste,web,Alimentación,225,21,7,993.39
2026-05-09,Oeste,web,Deporte,137,21,6,
2026-05-09,Oeste,tienda,Electrónica,254,25,24,10458.94
2026-05-09,Oeste,tienda,Moda,373,105,40,14558.84
2026-05-09,Oeste,,Hogar,345,81,4,1513.48
2026-05-09,Oeste,,Alimentación,469,103,17,6064.77
2026-05-09,Oeste,tienda,Deporte,357,96,43,18739.05
2026-05-09,Oeste,telefono,Electrónica,372,103,12,4427.63
2026-05-09,Oeste,telefono,Moda,346,61,45,14069.13
2026-05-09,Oeste,,Hogar,89,26,16,4692.21
2026-05-09,Oeste,telefono,Alimentación,267,15,7,725.17
2026-05-09,Oeste,telefono,Deporte,116,12,31,4084.94
2026-05-09,Oeste,app,Electrónica,346,67,32,10662.03
2026-05-09,Oeste,app,Moda,445,43,17,4053.42
2026-05-09,Oeste,app,Hogar,287,74,38,15497.14
2026-05-09,Oeste,app,Alimentación,301,76,37,14322.43
2026-05-09,Oeste,app,Deporte,182,43,18,5880.64
2026-05-09,Oeste,desconocido,Electrónica,369,14,15,1260.6
2026-05-09,Oeste,desconocido,Moda,274,20,38,3414.2
2026-05-09,Oeste,desconocido,Hogar,218,63,5,1658.93
2026-05-09,Oeste,desconocido,Alimentación,329,65,27,4632.03
2026-05-09,Oeste,desconocido,Deporte,56,14,47,6806.68
2026-05-10,Norte,web,Electrónica,275,57,15,3568.27
2026-05-10,Norte,web,Moda,113,33,39,19456.42
2026-05-10,Norte,web,Hogar,421,15,33,16471.49
2026-05-10,Norte,web,Alimentación,88,10,46,1397.93
2026-05-10,Norte,web,Deporte,172,5,35,9758.41
2026-05-10,Norte,tienda,Electrónica,92,10,20,783.5
2026-05-10,Norte,tienda,Moda,497,73,9,2024.19
2026-05-10,Norte,tienda,Hogar,59,22,12,2532.25
2026-05-10,Norte,tienda,Alimentación,226,7,10,3376.69
2026-05-10,Norte,tienda,Deporte,395,106,44,2085.83
2026-05-10,Norte,telefono,Electrónica,193,5,16,4910.2
2026-05-10,Norte,telefono,Moda,425,84,43,2448.64
2026-05-10,Norte,telefono,Hogar,235,66,38,16060.43
2026-05-10,Norte,telefono,Alimentación,166,11,38,2618.27
2026-05-10,Norte,telefono,Deporte,497,24,8,3399.92
2026-05-10,Norte,app,Electrónica,314,19,30,11495.71
2026-05-10,Norte,app,Moda,133,41,22,10448.73
2026-05-10,Norte,app,Hogar,151,32,48,14156.63
2026-05-10,Norte,app,Alimentación,122,31,24,11614.76
2026-05-10,Norte,app,Deporte,269,76,23,8043.83
2026-05-10,Norte,desconocido,Electrónica,410,31,46,7672.36
2026-05-10,Norte,desconocido,Moda,136,14,42,4551.48
2026-05-10,Norte,desconocido,Hogar,174,10,2,107.96
2026-05-10,Norte,desconocido,Alimentación,199,41,20,8568.19
2026-05-10,Norte,desconocido,Deporte,258,5,45,13423.53
2026-05-10,Sur,web,Electrónica,380,92,22,7000.15
2026-05-10,Sur,web,Moda,73,14,35,17098.25
2026-05-10,Sur,web,Hogar,108,21,15,1428.68
2026-05-10,Sur,web,Alimentación,384,94,4,940.11
2026-05-10,Sur,web,Deporte,152,45,42,1957.78
2026-05-10,Sur,tienda,Electrónica,253,11,49,22049.59
2026-05-10,Sur,tienda,Moda,432,24,36,4007.14
2026-05-10,Sur,tienda,Hogar,84,20,30,1939.45
2026-05-10,Sur,tienda,Alimentación,363,87,1,71.47
2026-05-10,Sur,tienda,Deporte,158,41,36,3603.14
2026-05-10,Sur,telefono,Electrónica,483,26,2,690.04
2026-05-10,Sur,telefono,Moda,88,26,26,6205.47
2026-05-10,Sur,telefono,Hogar,122,35,14,
2026-05-10,Sur,telefono,Alimentación,447,63,33,16271.92
2026-05-10,Sur,telefono,Deporte,51,7,41,16184.16
2026-05-10,Sur,app,Electrónica,189,33,7,871.64
2026-05-10,Sur,app,Moda,155,36,10,4714.39
2026-05-10,Sur,app,Hogar,482,104,18,2675.5
2026-05-10,Sur,app,Alimentación,458,138,42,1406.93
2026-05-10,Sur,app,Deporte,490,79,14,6864.28
2026-05-10,Sur,desconocido,Electrónica,151,49,42,19176.82
2026-05-10,Sur,desconocido,Moda,362,106,13,1914.67
2026-05-10,Sur,desconocido,Hogar,342,12,44,17142.85
2026-05-10,Sur,desconocido,Alimentación,94,13,42,4140.78
2026-05-10,Sur,desconocido,Deporte,253,33,3,353.41
2026-05-10,Centro,web,Electrónica,435,66,3,966.74
2026-05-10,Centro,web,Moda,349,39,23,3567.51
2026-05-10,Centro,web,Hogar,113,35,44,17491.0
2026-05-10,Centro,web,Alimentación,118,14,43,8307.04
2026-05-10,Centro,web,Deporte,304,74,3,1494.56
2026-05-10,Centro,tienda,Electrónica,102,10,43,8915.7
2026-05-10,Centro,tienda,Moda,499,15,39,17819.26
2026-05-10,Centro,tienda,Hogar,485,50,44,19329.04
2026-05-10,Centro,tienda,Alimentación,304,34,8,3546.79
2026-05-10,Centro,,Deporte,330,23,5,924.11
2026-05-10,Centro,telefono,Electrónica,460,44,32,9650.2
2026-05-10,Centro,telefono,Moda,219,33,39,14752.98
2026-05-10,Centro,telefono,Hogar,146,20,23,4687.25
2026-05-10,Centro,telefono,Alimentación,155,32,5,1487.72
2026-05-10,Centro,telefono,Deporte,461,111,23,1044.1
2026-05-10,Centro,app,Electrónica,331,20,13,6472.83
2026-05-10,Centro,app,Moda,471,134,49,
2026-05-10,Centro,app,Hogar,195,31,41,10509.78
2026-05-10,Centro,app,Alimentación,462,74,14,2533.93
2026-05-10,Centro,app,Deporte,148,18,22,9929.93
2026-05-10,Centro,desconocido,Electrónica,138,17,21,4924.49
2026-05-10,Centro,desconocido,Moda,128,6,25,11619.02
2026-05-10,Centro,desconocido,Hogar,279,7,42,20689.05
2026-05-10,Centro,desconocido,Alimentación,452,71,18,8704.83
2026-05-10,Centro,desconocido,Deporte,188,61,30,
2026-05-10,Este,web,Electrónica,78,22,12,692.89
2026-05-10,Este,web,Moda,481,28,35,9659.58
2026-05-10,Este,web,Hogar,78,7,48,7440.8
2026-05-10,Este,web,Alimentación,348,84,10,697.46
2026-05-10,Este,web,Deporte,201,27,2,693.04
2026-05-10,Este,tienda,Electrónica,244,29,48,1993.59
2026-05-10,Este,tienda,Moda,442,42,23,1939.63
2026-05-10,Este,tienda,Hogar,428,48,36,2113.97
2026-05-10,Este,tienda,Alimentación,293,7,12,4926.97
2026-05-10,Este,tienda,Deporte,264,34,5,793.96
2026-05-10,Este,telefono,Electrónica,499,98,46,1294.68
2026-05-10,Este,telefono,Moda,392,6,40,11683.68
2026-05-10,Este,telefono,Hogar,70,9,45,20408.92
2026-05-10,Este,telefono,Alimentación,197,54,25,6538.64
2026-05-10,Este,telefono,Deporte,372,101,1,102.75
2026-05-10,Este,app,Electrónica,458,61,35,9408.54
2026-05-10,Este,app,Moda,254,61,47,3634.77
2026-05-10,Este,app,Hogar,118,28,40,15266.73
2026-05-10,Este,,Alimentación,65,22,12,1950.12
2026-05-10,Este,app,Deporte,305,92,48,21114.61
2026-05-10,Este,desconocido,Electrónica,433,81,32,12757.72
2026-05-10,Este,desconocido,Moda,263,45,10,4393.65
2026-05-10,Este,desconocido,Hogar,139,9,16,3785.87
2026-05-10,Este,desconocido,Alimentación,294,18,15,3944.21
2026-05-10,Este,desconocido,Deporte,106,15,17,3267.21
2026-05-10,Oeste,web,Electrónica,230,60,13,5286.11
2026-05-10,Oeste,web,Moda,67,13,33,15463.12
2026-05-10,Oeste,web,Hogar,375,103,37,10113.05
2026-05-10,Oeste,web,Alimentación,393,89,11,1830.93
2026-05-10,Oeste,web,Deporte,432,117,16,5616.0
2026-05-10,Oeste,tienda,Electrónica,61,7,49,16793.95
2026-05-10,Oeste,tienda,Moda,337,45,6,1438.36
2026-05-10,Oeste,tienda,Hogar,141,42,3,764.56
2026-05-10,Oeste,tienda,Alimentación,150,10,45,16927.1
2026-05-10,Oeste,tienda,Deporte,447,50,31,5370.07
2026-05-10,Oeste,telefono,Electrónica,322,18,40,5299.91
2026-05-10,Oeste,telefono,Moda,240,29,32,1172.23
2026-05-10,Oeste,telefono,Hogar,186,39,8,1177.78
2026-05-10,Oeste,telefono,Alimentación,102,32,35,7140.92
2026-05-10,Oeste,telefono,Deporte,149,34,23,1731.32
2026-05-10,Oeste,,Electrónica,214,33,43,2459.26
2026-05-10,Oeste,app,Moda,437,54,38,12386.22
2026-05-10,Oeste,app,Hogar,243,12,29,2222.64
2026-05-10,Oeste,app,Alimentación,447,122,10,3200.44
2026-05-10,Oeste,app,Deporte,372,57,39,1957.63
2026-05-10,Oeste,desconocido,Electrónica,70,14,43,21409.58
2026-05-10,Oeste,desconocido,Moda,421,112,32,4464.29
2026-05-10,Oeste,desconocido,Hogar,383,76,9,1064.39
2026-05-10,Oeste,desconocido,Alimentación,195,37,8,2563.23
2026-05-10,Oeste,desconocido,Deporte,275,10,22,545.71
2026-05-11,Norte,web,Electrónica,371,6,15,4573.17
2026-05-11,Norte,,Moda,205,18,44,5971.28
2026-05-11,Norte,web,Hogar,393,10,27,2427.35
2026-05-11,Norte,web,Alimentación,339,44,47,989.27
2026-05-11,Norte,web,Deporte,323,48,12,1445.6
2026-05-11,Norte,tienda,Electrónica,456,120,29,13479.18
2026-05-11,Norte,tienda,Moda,269,28,8,2066.62
2026-05-11,Norte,tienda,Hogar,149,9,33,13382.22
2026-05-11,Norte,tienda,Alimentación,224,30,37,14920.53
2026-05-11,Norte,tienda,Deporte,239,57,38,18743.44
2026-05-11,Norte,telefono,Electrónica,56,10,28,613.22
2026-05-11,Norte,telefono,Moda,299,24,19,6255.22
2026-05-11,Norte,telefono,Hogar,312,27,7,458.69
2026-05-11,Norte,telefono,Alimentación,353,86,41,4102.37
2026-05-11,Norte,telefono,Deporte,157,29,19,8513.88
2026-05-11,Norte,app,Electrónica,123,8,19,6030.59
2026-05-11,Norte,app,Moda,466,142,19,8146.02
2026-05-11,Norte,app,Hogar,481,6,12,5892.99
2026-05-11,Norte,app,Alimentación,270,6,9,3050.31
2026-05-11,Norte,app,Deporte,285,59,8,1141.76
2026-05-11,Norte,desconocido,Electrónica,285,23,32,12347.2
2026-05-11,Norte,desconocido,Moda,89,9,17,3866.07
2026-05-11,Norte,desconocido,Hogar,425,91,35,16902.46
2026-05-11,Norte,desconocido,Alimentación,291,29,3,564.27
2026-05-11,Norte,,Deporte,351,26,11,3932.89
2026-05-11,Sur,web,Electrónica,351,42,8,1861.61
2026-05-11,Sur,web,Moda,401,83,44,18802.57
2026-05-11,Sur,web,Hogar,423,84,29,4443.12
2026-05-11,Sur,web,Alimentación,454,89,5,170.32
2026-05-11,Sur,web,Deporte,114,24,47,2778.05
2026-05-11,Sur,tienda,Electrónica,244,15,12,5259.77
2026-05-11,Sur,tienda,Moda,495,122,36,9510.44
2026-05-11,Sur,tienda,Hogar,409,5,4,1808.6
2026-05-11,Sur,tienda,Alimentación,229,35,38,15799.19
2026-05-11,Sur,tienda,Deporte,71,15,33,4909.09
2026-05-11,Sur,telefono,Electrónica,56,11,42,9847.16
2026-05-11,Sur,telefono,Moda,403,113,13,4463.33
2026-05-11,Sur,telefono,Hogar,194,6,13,4187.6
2026-05-11,Sur,telefono,Alimentación,192,35,40,10471.41
2026-05-11,Sur,telefono,Deporte,250,27,8,2488.52
2026-05-11,Sur,app,Electrónica,134,35,37,17929.27
2026-05-11,Sur,app,Moda,205,47,25,8247.15
2026-05-11,Sur,app,Hogar,116,26,8,1748.48
2026-05-11,Sur,app,Alimentación,347,80,48,13895.54
2026-05-11,Sur,app,Deporte,411,117,29,8696.3
2026-05-11,Sur,desconocido,Electrónica,425,124,8,1368.02
2026-05-11,Sur,desconocido,Moda,139,35,44,5214.25
2026-05-11,Sur,desconocido,Hogar,472,144,32,14700.79
2026-05-11,Sur,desconocido,Alimentación,171,48,43,3693.94
2026-05-11,Sur,desconocido,Deporte,298,66,5,2374.16
2026-05-11,Centro,web,Electrónica,395,120,22,8199.08
2026-05-11,Centro,web,Moda,141,10,20,5705.96
2026-05-11,Centro,web,Hogar,487,50,22,662.15
2026-05-11,Centro,web,Alimentación,88,9,34,16491.06
2026-05-11,Centro,web,Deporte,103,16,34,1489.37
2026-05-11,Centro,tienda,Electrónica,72,18,7,349.93
2026-05-11,Centro,tienda,Moda,261,38,49,7218.17
2026-05-11,Centro,tienda,Hogar,443,103,20,7142.32
2026-05-11,Centro,tienda,Alimentación,367,63,49,19004.58
2026-05-11,Centro,tienda,Deporte,407,74,41,14870.69
2026-05-11,Centro,telefono,Electrónica,281,58,12,970.79
2026-05-11,Centro,telefono,Moda,369,87,47,5335.6
2026-05-11,Centro,telefono,Hogar,481,43,49,7493.97
2026-05-11,Centro,telefono,Alimentación,360,5,49,23700.82
2026-05-11,Centro,telefono,Deporte,74,11,42,16574.3
2026-05-11,Centro,app,Electrónica,427,28,11,409.9
2026-05-11,Centro,app,Moda,269,61,13,5592.18
2026-05-11,Centro,app,Hogar,129,37,12,415.44
2026-05-11,Centro,app,Alimentación,239,17,31,11440.18
2026-05-11,Centro,app,Deporte,408,72,11,2710.57
2026-05-11,Centro,desconocido,Electrónica,342,85,21,670.16
2026-05-11,Centro,desconocido,Moda,126,41,2,263.3
2026-05-11,Centro,desconocido,Hogar,75,11,39,17028.34
2026-05-11,Centro,desconocido,Alimentación,243,23,4,441.92
2026-05-11,Centro,desconocido,Deporte,141,34,7,3430.32
2026-05-11,Este,web,Electrónica,311,22,10,2321.92
2026-05-11,Este,web,Moda,389,69,3,1155.85
2026-05-11,Este,web,Hogar,488,114,29,4522.41
2026-05-11,Este,web,Alimentación,202,6,22,2075.13
2026-05-11,Este,web,Deporte,254,30,39,889.79
2026-05-11,Este,tienda,Electrónica,198,50,16,6660.63
2026-05-11,Este,tienda,Moda,57,7,25,8445.34
2026-05-11,Este,tienda,Hogar,251,26,46,8420.41
2026-05-11,Este,tienda,Alimentación,126,31,14,2307.17
2026-05-11,Este,,Deporte,143,39,48,21904.8
2026-05-11,Este,telefono,Electrónica,476,44,49,13932.24
2026-05-11,Este,telefono,Moda,234,74,36,16903.93
2026-05-11,Este,telefono,Hogar,235,41,6,2057.74
2026-05-11,Este,telefono,Alimentación,202,65,15,3912.23
2026-05-11,Este,telefono,Deporte,302,74,35,9785.89
2026-05-11,Este,app,Electrónica,253,42,11,2045.07
2026-05-11,Este,app,Moda,341,56,31,10526.59
2026-05-11,Este,app,Hogar,201,13,31,9360.06
2026-05-11,Este,app,Alimentación,279,19,3,926.85
2026-05-11,Este,app,Deporte,252,19,45,20309.69
2026-05-11,Este,desconocido,Electrónica,99,22,7,805.29
2026-05-11,Este,desconocido,Moda,51,12,20,4412.5
2026-05-11,Este,desconocido,Hogar,347,9,11,3175.31
2026-05-11,Este,desconocido,Alimentación,262,24,23,3835.55
2026-05-11,Este,desconocido,Deporte,453,86,1,82.55
2026-05-11,Oeste,web,Electrónica,252,28,31,9121.44
2026-05-11,Oeste,web,Moda,487,30,2,546.48
2026-05-11,Oeste,,Hogar,484,47,29,10242.31
2026-05-11,Oeste,web,Alimentación,461,33,43,5148.8
2026-05-11,Oeste,web,Deporte,253,51,42,17032.76
2026-05-11,Oeste,tienda,Electrónica,420,5,42,6781.18
2026-05-11,Oeste,tienda,Moda,357,95,9,1935.68
2026-05-11,Oeste,tienda,Hogar,389,57,19,6412.57
2026-05-11,Oeste,tienda,Alimentación,154,26,18,7477.15
2026-05-11,Oeste,tienda,Deporte,260,52,47,6145.37
2026-05-11,Oeste,,Electrónica,86,11,19,7181.09
2026-05-11,Oeste,telefono,Moda,263,66,8,504.45
2026-05-11,Oeste,telefono,Hogar,69,22,43,20126.51
2026-05-11,Oeste,telefono,Alimentación,181,17,25,2634.56
2026-05-11,Oeste,telefono,Deporte,225,37,19,7584.57
2026-05-11,Oeste,app,Electrónica,443,69,42,14532.1
2026-05-11,Oeste,app,Moda,490,73,41,3067.14
2026-05-11,Oeste,app,Hogar,105,27,44,10375.2
2026-05-11,Oeste,app,Alimentación,240,13,49,15049.37
2026-05-11,Oeste,app,Deporte,218,66,29,8372.36
2026-05-11,Oeste,desconocido,Electrónica,57,8,48,12741.25
2026-05-11,Oeste,,Moda,253,55,40,3812.81
2026-05-11,Oeste,desconocido,Hogar,59,14,39,7425.89
2026-05-11,Oeste,desconocido,Alimentación,437,65,20,8797.57
2026-05-11,Oeste,desconocido,Deporte,481,37,34,7375.98
2026-05-12,Norte,web,Electrónica,382,5,5,1221.73
2026-05-12,Norte,web,Moda,158,47,17,4638.83
2026-05-12,Norte,web,Hogar,347,100,35,9694.94
2026-05-12,Norte,web,Alimentación,59,12,21,6113.6
2026-05-12,Norte,web,Deporte,450,24,48,11953.45
2026-05-12,Norte,tienda,Electrónica,103,30,25,7671.36
2026-05-12,Norte,tienda,Moda,339,47,10,4835.7
2026-05-12,Norte,tienda,Hogar,243,36,42,3348.59
2026-05-12,Norte,tienda,Alimentación,355,17,15,3982.98
2026-05-12,Norte,tienda,Deporte,163,23,47,3333.43
2026-05-12,Norte,telefono,Electrónica,453,25,18,1802.45
2026-05-12,Norte,telefono,Moda,250,35,42,7086.89
